variable,auc,mutual_info,mw_effect,mw_pvalue,boruta,rank_auc,rank_mutual_info,rank_boruta,rank_mw_pvalue,mean_rank,overall_rank
V127,0.5190218782640752,0.0030148168031627343,0.038043756528150396,0.01983603193071176,110,29.0,175.0,136.0,29.0,85.00495900798268,57
V328,0.5102182354281443,0.006563413990289257,0.020436470856288524,0.21081279189024593,92,116.0,107.0,118.5,116.0,85.42770319797256,58
V427,0.5163539767956253,0.0013459743384376388,0.03270795359125078,0.045207180675068966,59,37.0,221.0,85.0,37.0,85.76130179516876,59
V17,0.5106664857558318,0.015998113837225825,0.02133297151166358,0.19147547320184377,204,105.0,15.0,230.5,105.0,87.67286886830047,60
V289,0.5097016635263276,0.007311993833218899,0.01940332705265524,0.23480434528337613,103,135.0,91.0,129.5,135.0,88.93370108632084,61
V387,0.5077824193069409,0.013119331263590439,0.015564838613881582,0.34056902729759597,121,200.0,26.0,147.5,200.0,93.4601422568244,62
V320,0.5089552463288753,0.009994997757399426,0.01791049265775091,0.2727870286957582,155,151.0,57.0,181.0,151.0,97.31819675717394,63
V341,0.51160426736232,0.0017837097033479576,0.023208534724640018,0.15529692739737744,65,91.0,208.0,91.0,91.0,97.53882423184935,64
V491,0.5088381236303685,0.006733074806208661,0.0176762472607368,0.27910860215174194,113,154.0,98.0,139.5,154.0,97.94477715053793,65
V290,0.5097533447170624,0.006687711812350061,0.01950668943412448,0.232320482480887,141,130.0,100.0,167.0,130.0,99.30808012062022,66
V23,0.5121806806428819,0.007443086106958319,0.02436136128576405,0.13578927844574154,200,84.0,89.0,226.0,84.0,99.78394731961143,67
V89,0.5109701727527802,0.005877790320872878,0.021940345505560455,0.17913715714643907,156,101.0,120.0,182.0,101.0,100.79478428928661,68
V354,0.5115073051283101,0.0005809907350098342,0.023014610256620216,0.15877776834901702,42,93.0,243.0,68.0,93.0,101.03969444208725,69
V120,0.5357558638151023,0.0,0.07151172763020464,1.1939329642105667e-05,1,17.0,378.5,14.0,17.0,102.3750029848324,70
V472,0.506660313453622,0.013355819129869273,0.013320626907243893,0.4147132054823982,129,235.0,25.0,155.0,235.0,103.85367830137059,71
V190,0.5115105052020399,0.008043967745958946,0.023021010404079778,0.1586619545727458,217,92.0,81.0,243.5,92.0,104.16466548864318,72
V135,0.509438137454687,0.012150657702029832,0.018876274909373825,0.2477620920069048,219,140.0,35.0,245.0,140.0,105.06194052300172,73
V169,0.5096407021217769,0.0032627572571015673,0.019281404243553846,0.2377583287422369,92,137.0,169.0,118.5,137.0,106.18443958218556,74
V105,0.5085581171790198,0.005662702324074509,0.01711623435803955,0.2946228781059198,119,164.0,122.0,145.0,164.0,107.82365571952649,75
V97,0.507409610717431,0.008990540533291957,0.014819221434861918,0.36420213716896643,120,215.0,71.0,146.0,215.0,108.09105053429224,76
V106,0.5088538039916439,0.008374486157715966,0.017707607983287965,0.27825654230821795,181,152.0,77.0,207.0,152.0,109.06956413557705,77
V469,0.5229683691912261,0.0,0.04593673838245238,0.004912355524716359,10,22.0,378.5,36.5,22.0,109.25122808888118,78
V134,0.5133844683781514,0.004211709644583506,0.026768936756302875,0.10119803305763996,196,68.0,147.0,222.0,68.0,109.27529950826441,79
V311,0.5064374283183484,0.003416017643385061,0.012874856636696963,0.4305020551862876,6,241.0,166.0,32.0,241.0,109.85762551379658,80
V363,0.5095171792758104,0.002606747878623139,0.019034358551621056,0.24382407138358786,97,138.0,183.0,123.5,138.0,111.1859560178459,81
V146,0.5206070347860814,0.0,0.041214069572163003,0.011617501827042801,18,26.0,378.5,44.0,26.0,112.12790437545677,82
V2,0.5132175845331477,0.002295466092813392,0.026435169066295394,0.10552552220570567,163,71.0,191.0,189.0,71.0,112.77638138055143,83
V207,0.5135710326765929,0.00017784757098437964,0.02714206535318575,0.09652882887349311,116,63.0,253.0,142.0,63.0,114.52413220721837,84
V48,0.5078446607409834,0.004790476135230648,0.01568932148196689,0.3367213030746401,99,196.0,137.0,125.0,196.0,114.58418032576866,85
V436,0.5075172931984353,0.006654415672645131,0.015034586396870608,0.3572728973733117,123,207.0,103.0,149.0,207.0,114.83931822434333,86
V43,0.5167803066182645,0.0011217331788406781,0.033560613236528924,0.03988573844089607,173,35.0,229.0,199.0,35.0,115.75997143461022,87
V142,0.5147923408155324,0.0,0.029584681631064758,0.07006621953646958,9,53.0,378.5,35.0,53.0,116.64251655488411,88
V340,0.5078742614229832,0.0021114640597139633,0.015748522845966395,0.33490125701930795,49,195.0,196.0,75.5,195.0,116.70872531425482,89
V156,0.5058590149917054,0.004638558167577411,0.011718029983410871,0.47306573308089206,44,260.0,140.0,70.5,260.0,117.74326643327022,90
V229,0.5174615223134741,0.0,0.034923044626948174,0.03248814222702917,34,33.0,378.5,60.0,33.0,117.88312203555675,91
V346,0.5105216824195629,0.007861529979906745,0.021043364839125944,0.19757406654401277,253,108.0,84.0,279.5,108.0,117.924393516636,92
V414,0.5103175177156082,0.004184113103697262,0.020635035431216364,0.20641249499176473,184,113.0,149.0,210.0,113.0,118.05160312374794,93
V237,0.515497317058185,0.0,0.030994634116370046,0.05772054596449944,26,44.0,378.5,52.0,44.0,118.63943013649113,94
V124,0.5049780346939193,0.0062529894225968885,0.009956069387838662,0.5421173603830685,51,292.0,111.0,77.0,292.0,120.13552934009577,95
V70,0.5183789834517787,0.0035816099687173697,0.03675796690355748,0.024404190999248947,262,30.0,163.0,288.0,30.0,120.25610104774981,96
V385,0.5137806375058882,0.0,0.027561275011776187,0.09149028340453819,15,62.0,378.5,41.0,62.0,120.39787257085113,97
V307,0.5157906038155119,0.0056337841962785795,0.03158120763102379,0.053146276533847486,292,42.0,123.0,318.0,42.0,120.76328656913347,98
V454,0.5153974747578185,0.0,0.030794949515636882,0.059350556354483254,34,45.0,378.5,60.0,45.0,120.88983763908863,99
V210,0.5192962845863969,0.0,0.038592569172793745,0.018125760011989938,53,27.0,378.5,79.0,27.0,121.12953144000299,100
V283,0.5190817196428206,0.0,0.03816343928564114,0.019451498233169082,52,28.0,378.5,78.0,28.0,121.1298628745583,101
V344,0.5081721882872181,0.010955924617776613,0.016344376574436326,0.31693658179477224,236,181.0,46.0,262.0,181.0,122.3292341454487,102
V82,0.5134073489053188,0.0,0.02681469781063761,0.1006158942040778,19,67.0,378.5,45.0,67.0,122.65015397355101,103
V185,0.5151345887009237,0.0,0.030269177401847314,0.06382586294777427,38,50.0,378.5,64.0,50.0,123.14095646573695,104
V465,0.5048698722018555,0.005230559014168135,0.00973974440371106,0.5509290152888785,39,299.0,132.0,65.0,299.0,124.13773225382222,105
V37,0.5077648189014276,0.0006210836778428597,0.015529637802854879,0.34166216144326333,28,201.0,242.0,54.0,201.0,124.33541554036081,106
V198,0.5070120015565158,0.0030898960975316303,0.014024003113031758,0.39050851402930564,80,223.0,172.0,106.0,223.0,125.34762712850733,107
V402,0.5086213186351813,0.0011247563819876127,0.017242637270362682,0.29107155158150533,85,162.0,228.0,111.5,162.0,125.44776788789538,108
V168,0.514275208900813,0.0,0.02855041780162626,0.08043737465907592,40,57.0,378.5,66.5,57.0,125.52010934366477,109
V291,0.5145708957134373,0.0,0.029141791426874564,0.07436453784047539,47,55.0,378.5,73.5,55.0,126.76859113446012,110
V347,0.5051874795195281,0.005186536072026016,0.010374959039056275,0.5252568671239718,64,286.0,133.0,90.0,286.0,127.38131421678099,111
V299,0.5072465669609028,0.01083903921903362,0.014493133921805512,0.37485249128534026,220,218.0,47.0,246.0,218.0,127.84371312282134,112
V27,0.5131587031765212,0.0,0.026317406353042472,0.10708696450795693,34,73.0,378.5,60.0,73.0,127.90177174112699,113
V72,0.5120586778319373,0.0,0.024117355663874518,0.13975186050084307,31,86.0,378.5,57.0,86.0,130.4099379651252,114
V215,0.5013094701701928,0.009959112837092166,0.002618940340385456,0.8725984385482426,1,449.0,58.0,14.0,449.0,130.46814960963707,115
V288,0.5075485739191431,0.00954163804951147,0.015097147838286196,0.3552756833775561,231,206.0,62.0,257.0,206.0,131.3388189208444,116
V179,0.5158181244495874,0.002497655129267251,0.0316362488991746,0.05273303984189748,273,41.0,185.0,299.5,41.0,131.38818325996047,117
V358,0.5147148990312737,0.0,0.029429798062547308,0.07154560068119774,71,54.0,378.5,97.0,54.0,132.3928864001703,118
V69,0.5046754677227763,0.004712318549781935,0.009350935445552766,0.5669415244446036,60,310.0,139.0,86.0,310.0,133.89173538111115,119
V460,0.51286333637127,0.0,0.025726672742540035,0.11519762918743283,54,77.0,378.5,80.5,77.0,134.02879940729684,120
V220,0.5167759865187294,0.0,0.033551973037458716,0.03993687259489783,97,36.0,378.5,123.5,36.0,134.50998421814873,121
V211,0.5132420650971798,0.0,0.02648413019435969,0.10488167545852128,68,70.0,378.5,94.0,70.0,135.65122041886463,122
V295,0.5104874416306552,0.001002283319274655,0.020974883261310362,0.1990367219340553,182,110.0,232.0,208.0,110.0,137.54975918048353,123
V278,0.5140024026153562,0.0,0.02800480523071247,0.08639183211583058,88,59.0,378.5,114.0,59.0,137.89659795802896,124
V482,0.5153446735412783,0.0,0.030689347082556884,0.060227909238968265,100,47.0,378.5,126.5,47.0,138.01505697730974,125
V54,0.5067185547955024,7.088607725469487e-06,0.01343710959100497,0.41064460036044115,40,233.0,256.0,66.5,233.0,138.9776611500901,126
V113,0.5134398296536753,0.0,0.02687965930735048,0.09979408824917868,95,65.0,378.5,121.0,65.0,141.1499485220623,127
V84,0.5149195437462879,0.0,0.0298390874925758,0.06769079043480943,109,52.0,378.5,135.0,52.0,141.39192269760872,128
V314,0.5078126600036864,0.004519942881934247,0.015625320007373045,0.3386960624730372,199,197.0,144.0,225.0,197.0,141.58467401561825,129
V201,0.5046698675937493,0.0026991741528992197,0.009339735187498754,0.5674060759081634,56,312.0,181.0,82.0,312.0,143.89185151897703,130
V272,0.513872319618244,0.0,0.027744639236487956,0.08935389849870497,111,60.0,378.5,137.0,60.0,143.8973384746247,131
V445,0.5110959356503574,0.0,0.02219187130071476,0.1742044272102916,76,97.0,378.5,102.0,97.0,144.41855110680257,132
V87,0.5085445168656686,0.012828947475770791,0.01708903373133719,0.295390868595255,363,165.0,27.0,389.0,165.0,145.32384771714882,133
V234,0.5097335042599381,0.0,0.01946700851987626,0.23327182531132218,46,132.0,378.5,72.0,132.0,145.6833179563278,134
V381,0.5045709053136583,0.010120472446109252,0.009141810627316893,0.575645291363045,184,318.0,55.0,210.0,318.0,145.89391132284078,135
V317,0.5116351480738117,0.0,0.023270296147623215,0.15420059466459432,90,90.0,378.5,116.0,90.0,146.16355014866616,136
V397,0.5101795945378582,0.0,0.02035918907571621,0.21254361336266192,63,117.0,378.5,89.0,117.0,146.17813590334066,137
V231,0.5066932742130379,0.004775411939020868,0.013386548426075784,0.41240772327036923,188,234.0,138.0,214.0,234.0,146.6031019308176,138
V16,0.5153113927744896,0.0,0.030622785548979126,0.06078641208800153,134,48.0,378.5,160.0,48.0,146.640196603022,139
V492,0.5102447160382575,0.002373126749150689,0.02048943207651499,0.20963256171809774,259,115.0,187.0,285.0,115.0,146.80240814042952,140
V439,0.5105021619698118,0.0,0.021004323939623593,0.19840694994000252,81,109.0,378.5,107.0,109.0,148.674601737485,141
V4,0.5064139077764351,0.0002106532010268669,0.01282781555287038,0.43218832454836986,73,245.0,251.0,99.0,245.0,148.8580470811371,142
V455,0.5038493686894546,0.004061604716831146,0.007698737378909248,0.6373573381853609,67,351.0,151.0,93.0,351.0,148.90933933454636,143
V130,0.5094266171892601,0.0015096122685742674,0.018853234378520156,0.24833975077906645,214,141.0,215.0,240.0,141.0,149.06208493769475,144
V326,0.5152384310934524,0.0,0.030476862186904707,0.06202584694128412,144,49.0,378.5,170.0,49.0,149.39050646173533,145
V312,0.5088144430847688,0.0026165978205627827,0.017628886169537394,0.2803987466338881,234,156.0,182.0,260.0,156.0,149.57009968665847,146
V293,0.5109978533905422,0.0,0.021995706781084312,0.1780426371982925,96,99.0,378.5,122.0,99.0,149.9195106592996,147
V415,0.5133659079505192,0.0,0.026731815901038347,0.10167222575126161,127,69.0,378.5,153.0,69.0,150.15041805643781,148
V287,0.5104479207200934,0.0,0.020895841440186746,0.2007347468750631,85,111.0,378.5,111.5,111.0,150.30018368671875,149
V308,0.5043884211092223,0.0022296635001533005,0.008776842218444658,0.5909846481382992,57,329.0,192.0,83.0,329.0,151.14774616203457,150
V204,0.505587008724681,0.0034157215854699885,0.011174017449361973,0.4938553665966987,142,270.0,167.0,168.5,270.0,151.49846384164917,151
V65,0.5092955741700289,0.001621226096483852,0.018591148340057706,0.2549769783742981,229,142.0,210.0,255.0,142.0,151.81374424459358,152
V240,0.5064324682040674,0.00038511917622829905,0.012864936408134797,0.43085734495747774,105,243.0,244.0,131.0,243.0,154.60771433623938,153
V12,0.5090506085260205,0.0014619065967540479,0.01810121705204093,0.26771283133256785,227,148.0,217.0,253.5,148.0,154.69192820783314,154
V21,0.5047653897945809,0.014855362801711625,0.009530779589161709,0.5595072308126576,269,305.0,20.0,295.5,305.0,155.26487680770316,155
V227,0.501604516968071,0.0030367120752250454,0.003209033936141914,0.844226282613971,1,436.0,174.0,14.0,436.0,156.21105657065348,156
V172,0.5018883635078952,0.012393314315282344,0.0037767270157904598,0.8171201500303791,146,421.0,33.0,172.5,421.0,156.8292800375076,157
V351,0.5127538938497143,0.0,0.02550778769942852,0.11832275564881083,146,78.0,378.5,172.5,78.0,157.2795806889122,158
V236,0.504525864275913,0.012153959734833464,0.0090517285518259,0.5794138545671224,248,322.0,34.0,274.0,322.0,157.64485346364177,159
V407,0.5102659965285601,0.009931114116960016,0.020531993057119946,0.20868757190400755,431,114.0,59.0,457.5,114.0,157.677171892976,160
V155,0.5077908995023245,0.0,0.015581799004649177,0.34004313613129056,30,199.0,378.5,56.0,199.0,158.46001078403282,161
V243,0.5088272433796875,0.0,0.017654486759374977,0.27970086907482206,77,155.0,378.5,103.0,155.0,159.19492521726872,162
V310,0.5021106086284228,0.006734671014138938,0.004221217256845655,0.7960466019808486,107,408.0,97.0,133.0,408.0,159.6990116504952,163
V466,0.5078945818911668,0.006430713222704609,0.015789163782333526,0.33365549622306856,313,192.0,108.0,339.0,192.0,159.83341387405576,164
V388,0.5057911734286358,0.005999929500922319,0.011582346857271553,0.4782053936904539,237,261.0,117.0,263.5,261.0,160.49455134842262,165
V49,0.509911268355623,0.00035771929570627137,0.019822536711245897,0.22484620079502915,249,123.0,246.0,275.5,123.0,161.18121155019875,166
V100,0.5099048682081635,0.0,0.019809736416326995,0.22514572986590053,115,125.0,378.5,141.0,125.0,161.1812864324665,167
V412,0.5117871515759723,0.0,0.023574303151944642,0.1488897012615894,153,88.0,378.5,179.5,88.0,161.5372224253154,168
V480,0.5100829523112212,0.0,0.0201659046224425,0.21691733783182965,127,118.0,378.5,153.0,118.0,162.42922933445794,169
V355,0.507332728946075,0.0,0.014665457892149902,0.36920043542701064,29,216.0,378.5,55.0,216.0,162.46730010885676,170
V109,0.5080363451573924,0.0,0.016072690314784865,0.32504790888072077,62,188.0,378.5,88.0,188.0,163.70626197722018,171
V173,0.5122562823847461,0.0,0.024512564769492262,0.1333776713932209,170,83.0,378.5,196.5,83.0,164.5333444178483,172
V150,0.5051266781186639,0.01097628066180123,0.010253356237327704,0.530123656987973,299,288.0,45.0,325.5,288.0,164.757530914247,173
V411,0.5018821233641222,0.00926416524453888,0.0037642467282446024,0.8177138374492272,145,422.0,67.0,171.0,422.0,165.2044284593623,174
V152,0.5065297504454502,0.01637513724639339,0.013059500890900577,0.42392017930083725,386,239.0,12.0,412.0,239.0,165.8559800448252,175
V244,0.5109788129518504,0.0,0.021957625903700873,0.17879497924939813,159,100.0,378.5,185.0,100.0,165.91969874481237,176
V437,0.5069319997132734,0.0003679725363183728,0.013863999426546814,0.39593780494731645,172,225.0,245.0,198.0,225.0,167.09898445123684,177
V474,0.5107514477133553,0.0,0.02150289542671069,0.18796226906474778,160,104.0,378.5,186.5,104.0,167.2969905672662,178
V360,0.5088483638663035,0.002469805560535221,0.017696727732607,0.2785519541199992,304,153.0,186.0,330.0,153.0,167.31963798853002,179
V471,0.5052730814917976,0.020560767347286513,0.01054616298359523,0.5184439034714082,358,282.0,3.0,384.0,282.0,167.37961097586785,180
V323,0.5064564687570402,0.0,0.012912937514080403,0.4291397809922891,25,240.0,378.5,51.0,240.0,167.48228494524807,181
V280,0.5063959873635488,0.0,0.012791974727097699,0.433475665005023,21,247.0,378.5,47.5,247.0,168.35836891625127,182
V500,0.5107588878847769,0.0,0.021517775769553715,0.1876568957551531,169,103.0,378.5,195.0,103.0,169.17191422393878,183
V488,0.5042394576771049,0.008926174285549537,0.008478915354209748,0.6036439343367632,246,335.0,72.0,272.5,335.0,170.0259109835842,184
V126,0.5068942388432629,0.007444424613652911,0.013788477686525802,0.39851619068595523,340,229.0,88.0,366.5,229.0,170.9746290476715,185
V57,0.504868672174207,0.003875883404260261,0.00973734434841389,0.5510271715333364,202,300.0,156.0,228.0,300.0,171.13775679288335,186
V123,0.50460474609335,0.00018444785408622266,0.009209492186700086,0.5728214876776103,91,315.0,252.0,117.0,315.0,171.1432053719194,187
V189,0.5097328642451922,0.0,0.019465728490384415,0.23330255971561442,148,133.0,378.5,174.0,133.0,171.4333256399289,188
V77,0.5019963659962726,0.013387503274757684,0.003992731992545129,0.8068616929850523,223,414.0,24.0,249.0,414.0,171.95171542324627,189
V496,0.5074694520961762,0.004207483538114065,0.014938904192352664,0.36034110538027764,305,210.0,148.0,331.0,210.0,172.34008527634506,190
V180,0.5112213785405616,0.0,0.0224427570811232,0.169386013539789,191,96.0,378.5,217.0,96.0,172.91734650338495,191
V247,0.5078883417473938,0.016358289148670435,0.01577668349478767,0.3340377342336901,463,193.0,13.0,489.5,193.0,173.95850943355842,192
V167,0.50451370399574,0.0006516631877722112,0.009027407991480052,0.5804332811056975,106,323.0,241.0,132.0,323.0,174.14510832027642,193
V159,0.5045620251090586,0.007801172804402512,0.00912405021811713,0.5763873770977963,265,320.0,85.0,291.5,320.0,174.26909684427443,194
V239,0.5053444431359699,0.0013098505559594464,0.010688886271939646,0.5127994225207039,168,281.0,224.0,194.0,281.0,174.87819985563016,195
V93,0.5091806115212895,0.0,0.018361223042578922,0.26090048866592286,151,145.0,378.5,177.5,145.0,175.31522512216648,196
V66,0.502698942183628,0.005622051573896059,0.005397884367255745,0.7410110856617437,163,387.0,125.0,189.0,387.0,175.43525277141543,197
V361,0.5004724908861901,0.005626187503325664,0.0009449817723801157,0.9538588495451631,69,482.0,124.0,95.0,482.0,175.4884647123863,198
V195,0.5004072093821041,0.005376418248672632,0.0008144187642082912,0.9602282159967859,61,486.0,130.0,87.0,486.0,175.9900570539992,199
V259,0.5059089361418887,0.006250554446451284,0.011817872283777398,0.4693032175680726,308,257.0,112.0,334.5,257.0,175.992325804392,200
V300,0.5117586709197779,0.0,0.023517341839556005,0.14987401684697854,211,89.0,378.5,237.0,89.0,176.16246850421174,201
V118,0.5050711568394536,0.009250413963140414,0.010142313678907167,0.5345877277023597,321,290.0,69.0,347.0,290.0,176.6336469319256,202
V257,0.5045007436971348,0.006713934702806679,0.009001487394269536,0.5815206992719473,260,324.0,99.0,286.0,324.0,177.395380174818,203
V138,0.5082417898908391,0.0,0.016483579781678248,0.31283248841692923,130,176.0,378.5,156.0,176.0,177.70320812210423,204
V441,0.512990379298339,0.0,0.025980758596678033,0.11165174730149849,233,75.0,378.5,259.0,75.0,178.15291293682537,205
V457,0.5011933074938046,0.021367170193665963,0.0023866149876092813,0.8838160587000129,230,455.0,2.0,256.0,455.0,178.470954014675,206
V333,0.5082321896696499,0.0,0.016464379339300006,0.31339648008905363,131,178.0,378.5,157.5,178.0,178.57834912002227,207
V178,0.5077412983595142,0.011026768271027443,0.015482596719028408,0.34312648715767846,443,202.0,44.0,469.0,202.0,178.8357816217894,208
V327,0.5082203493968501,0.0059684759255123065,0.016440698793700248,0.3140929909580765,392,180.0,118.0,418.0,180.0,179.07852324773953,209
V103,0.5066474331568599,0.0010918259781980133,0.0132948663137199,0.4156162008518478,226,236.0,230.0,252.0,236.0,179.60390405021298,210
V413,0.5129473383066746,0.0015548773918687697,0.02589467661334921,0.11284328644693023,404,76.0,214.0,430.0,76.0,180.02821082161174,211
V58,0.5041623359002192,0.012638488470332776,0.008324671800438388,0.6102454585719412,327,339.0,29.0,353.0,339.0,180.402561364643,212
V258,0.5099583894412927,0.0,0.019916778882585473,0.22264967983133366,196,122.0,378.5,222.0,122.0,180.68066241995783,213
V372,0.5073198486493129,0.00833877252837989,0.014639697298625798,0.37004197208902867,402,217.0,78.0,428.0,217.0,180.84251049302225,214
V395,0.5081299473139862,0.0,0.016259894627972282,0.3194444851694369,138,183.0,378.5,164.0,183.0,181.45486112129237,215
V208,0.5015099547893583,0.010234445013789228,0.003019909578716673,0.8532993780311935,206,442.0,52.0,232.5,442.0,181.83832484450778,216
V74,0.5097837454174944,0.0,0.019567490834988766,0.2308681272373806,194,129.0,378.5,220.0,129.0,181.93271703180935,217
V422,0.5014489933848076,0.00462419789592583,0.0028979867696152795,0.8591589153107934,118,443.0,141.0,144.0,443.0,182.2147897288277,218
V101,0.5069800008192189,0.0018147078108476933,0.013960001638437802,0.39267478010648915,273,224.0,206.0,299.5,224.0,182.47316869502663,219
V238,0.5074190509349336,0.0,0.014838101869867115,0.3635913316767252,112,214.0,378.5,138.0,214.0,182.71589783291918,220
V242,0.5099055082229095,0.003060000006612107,0.019811016445818952,0.22511576414015688,408,124.0,173.0,434.0,124.0,182.80627894103503,221
V462,0.5097360643189219,0.0,0.019472128637843866,0.23314891640500568,196,131.0,378.5,222.0,131.0,182.93328722910127,222
V359,0.5080419452864193,0.0,0.016083890572838877,0.3247108732400982,140,187.0,378.5,166.0,187.0,182.95617771831002,223
V273,0.5063500663055277,0.0,0.012700132611055404,0.4367845781176375,79,249.0,378.5,105.0,249.0,183.23419614452942,224
V36,0.5057135716406906,0.005505761230252482,0.011427143281381169,0.48412171637834533,315,264.0,127.0,341.5,264.0,183.2460304290946,225
V62,0.5051954797038524,0.0,0.010390959407704736,0.5246182062776292,43,285.0,378.5,69.0,285.0,183.2561545515694,226
V163,0.5078006597272002,0.0012459727344344973,0.015601319454400242,0.33943850981578105,284,198.0,225.0,310.5,198.0,183.45985962745397,227
V154,0.5058682952055216,0.0009096839535560619,0.011736590411043024,0.47236503747918535,215,258.0,235.0,241.5,258.0,183.7430912593698,228
V102,0.5022443717103242,0.003755324992084086,0.004488743420648422,0.7834333077337102,153,402.0,157.0,179.5,402.0,184.82085832693343,229
V22,0.5131253424078891,0.0,0.02625068481577819,0.10797973070925625,261,74.0,378.5,287.0,74.0,184.90199493267733,230
V196,0.5049532341225141,0.0014170161887445687,0.009906468245028388,0.5441315578775296,201,294.0,219.0,227.0,294.0,185.1360328894694,231
V30,0.5138257585454769,0.0,0.027651517090953814,0.09043379329928161,275,61.0,378.5,301.0,61.0,185.14760844832483,232
V216,0.5006848157781555,0.014940284782895219,0.0013696315563109795,0.9331652708654627,225,472.0,19.0,251.0,472.0,185.73329131771635,233
V403,0.5033120763102382,0.00658435234072452,0.006624152620476442,0.6850368107097982,251,364.0,106.0,277.0,364.0,186.92125920267745,234
V334,0.500955862023061,0.0086700516336915,0.0019117240461219431,0.9068159483352588,187,460.0,75.0,213.0,460.0,187.22670398708382,235
V7,0.5042013767997214,0.0,0.00840275359944298,0.6068995993557533,10,336.0,378.5,36.5,336.0,187.90172489983894,236
V261,0.5083446722612489,0.0009332526973337973,0.016689344522497818,0.30683036372049577,319,173.0,234.0,345.5,173.0,188.20170759093014,237
V325,0.5010151433889036,0.003662519688512722,0.0020302867778072553,0.9010656314542406,108,458.0,160.0,134.0,458.0,188.22526640786356,238
V371,0.5013110702070576,0.005463692959685851,0.002622140414115126,0.8724440992588632,151,447.0,128.0,177.5,447.0,188.3431110248147,239
V110,0.5032360745591579,0.009270566007817393,0.006472149118315729,0.6918893487685742,295,367.0,66.0,321.0,367.0,188.67297233719216,240
V114,0.5082749106539415,0.0,0.01654982130788296,0.31089185111117945,175,175.0,378.5,201.0,175.0,188.70272296277778,241
V478,0.5063958273598623,0.0,0.012791654719724654,0.4334871690951807,102,248.0,378.5,128.0,248.0,188.7333717922738,242
V59,0.5030578304524136,0.006004487939858638,0.00611566090482718,0.7080587950394376,243,371.0,116.0,269.0,371.0,189.17701469875988,243
V188,0.5098728674708665,0.0,0.01974573494173315,0.2266476503113175,232,126.0,378.5,258.0,126.0,190.68166191257782,244
V373,0.5054014044483585,0.0,0.01080280889671692,0.508317053474393,82,278.0,378.5,108.5,278.0,191.37707926336859,245
V39,0.5057343721199337,0.0008777090983460578,0.011468744239867323,0.4825320146943427,241,263.0,236.0,267.5,263.0,191.7456330036736,246
V98,0.5046844279292195,0.005058591639437449,0.00936885585843894,0.5661986215046046,299,309.0,135.0,325.5,309.0,192.51654965537614,247
V429,0.5068953588690683,0.0,0.01379071773813667,0.3984395679210787,139,227.0,378.5,165.0,227.0,192.72460989198026,248
V301,0.5031995937186393,0.007587746751910096,0.00639918743727852,0.695187592072761,290,369.0,87.0,316.0,369.0,193.1737968980182,249
V35,0.5019392446801973,0.011310964124193745,0.003878489360394921,0.8122832583067751,288,418.0,42.0,314.0,418.0,193.70307081457668,250
V335,0.5081435476273373,0.0,0.016287095254674644,0.31863560280951886,190,182.0,378.5,216.0,182.0,194.20465890070238,251
V187,0.5096626226268253,0.0,0.019325245253650536,0.2366931276309161,237,136.0,378.5,263.5,136.0,194.55917328190773,252
V404,0.5000712016404858,0.0027674982187544384,0.0001424032809715925,0.9930430039047571,78,498.0,180.0,104.0,498.0,195.7482607509762,253
V281,0.5006640152989125,0.012585445528582317,0.0013280305978249363,0.9351907572164617,253,473.0,30.0,279.5,473.0,195.8587976893041,254
V25,0.5041754562025109,0.008177293701908894,0.008350912405021838,0.6091201168950703,340,337.5,80.0,366.5,337.5,196.15228002922376,255
V63,0.5039533710856697,0.0,0.007906742171339687,0.6282914064274923,36,346.0,378.5,62.0,346.0,196.78207285160687,256
V271,0.5045597850574477,0.007118015675154021,0.009119570114895392,0.5765746411486999,349,321.0,92.0,375.5,321.0,197.26914366028717,257
V194,0.5075979350564237,0.0,0.015195870112847398,0.3521384310825356,179,205.0,378.5,205.5,205.0,197.33803460777062,258
V378,0.508656199438835,0.00022333206670865913,0.01731239887767011,0.28912395720395545,354,161.0,250.0,380.0,161.0,197.822280989301,259
V425,0.5054541256630553,0.004120434671947892,0.010908251326110507,0.5041867285423707,340,275.0,150.0,366.5,275.0,198.0010466821356,260
V406,0.5068127969668421,0.0,0.013625593933684232,0.4041115144991757,157,232.0,378.5,183.0,232.0,198.4760278786248,261
V174,0.5090149277039343,0.0,0.01802985540786861,0.2696037501040939,241,149.0,378.5,267.5,149.0,198.81740093752603,262
V362,0.5083464323018002,0.0,0.01669286460360042,0.3067283516250229,224,172.0,378.5,250.0,172.0,200.20168208790625,263
V128,0.5070918433960718,0.006678552976689733,0.014183686792143657,0.38513542839577364,453,221.0,102.0,479.5,221.0,200.72128385709894,264
V365,0.5091096498863334,0.0,0.018219299772666675,0.264603972796681,252,147.0,378.5,278.0,147.0,200.94115099319916,265
V107,0.5068947188543225,7.299691510409545e-05,0.013789437708644825,0.39848335127158396,297,228.0,255.0,323.0,228.0,201.5996208378179,266
V440,0.5083542724824379,0.0031134012862750193,0.01670854496487595,0.3062742071002348,440,171.0,171.0,466.0,171.0,202.07656855177504,267
V369,0.5052604412005652,0.0,0.010520882401130471,0.5194470479529718,121,284.0,378.5,147.5,284.0,202.62986176198825,268
V277,0.507116003952731,0.0,0.014232007905462085,0.38351845304234544,186,220.0,378.5,212.0,220.0,202.7208796132606,269
