k,kind,model,cv_score,features,best_params,accuracy,balanced_accuracy,precision
4,top+1,LightGBM,420.0,"['V191', 'V176', 'V380', 'V160']","{'clf__learning_rate': np.float64(0.018968367710792175), 'clf__max_depth': 4, 'clf__n_estimators': 267, 'clf__num_leaves': 35, 'clf__subsample': np.float64(0.664083523552488)}",0.629,0.628638822755354,0.652396280537301
4,top,SVM_RBF,415.0,"['V255', 'V191', 'V176', 'V380']","{'clf__C': np.float64(1.7438087066223789), 'clf__gamma': np.float64(0.009469755543803379)}",0.6186666666666666,0.617907373120821,0.6722000508305629
4,top+1,GradientBoosting,415.0,"['V191', 'V176', 'V380', 'V160']","{'clf__learning_rate': np.float64(0.034607386039615676), 'clf__max_depth': 3, 'clf__n_estimators': 138, 'clf__subsample': np.float64(0.8612364919499478)}",0.6206666666666667,0.6203173561185488,0.6405524161691144
4,top+1,SVM_RBF,415.0,"['V191', 'V176', 'V380', 'V160']","{'clf__C': np.float64(0.41924993150460804), 'clf__gamma': np.float64(0.21971482785470117)}",0.6243333333333333,0.6239300728417374,0.6479943557553489
4,top,RandomForest,410.0,"['V255', 'V191', 'V176', 'V380']","{'clf__max_depth': 5, 'clf__min_samples_leaf': 8, 'clf__n_estimators': 583}",0.6143333333333333,0.6138892394548514,0.6408234188671945
4,top,LightGBM,400.0,"['V255', 'V191', 'V176', 'V380']","{'clf__learning_rate': np.float64(0.05501111167975336), 'clf__max_depth': 4, 'clf__n_estimators': 247, 'clf__num_leaves': 27, 'clf__subsample': np.float64(0.9394734067154433)}",0.6056666666666667,0.6054369860545431,0.6164216167016004
4,top+1,ExtraTrees,395.0,"['V191', 'V176', 'V380', 'V160']","{'clf__max_depth': 8, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 323}",0.6223333333333333,0.6217753840738293,0.6590437006023003
3,top,LogRegl1,395.0,"['V255', 'V191', 'V176']",{'clf__C': np.float64(2.197148278547012)},0.5646666666666667,0.5646228535831636,0.5636498962737738
3,top,LogRegl2,395.0,"['V255', 'V191', 'V176']",{'clf__C': np.float64(0.041924993150460804)},0.5656666666666667,0.5656175494187742,0.5647998206389283
3,top+1,LogRegl1,395.0,"['V191', 'V176', 'V380']",{'clf__C': np.float64(0.09469755543803382)},0.5586666666666666,0.5586212514446426,0.5581806540032207
3,rand_1,GradientBoosting,390.0,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 2, 'clf__n_estimators': 130, 'clf__subsample': np.float64(0.6904253682679529)}",0.5866666666666666,0.5862245157691547,0.604195711213393
4,top+2,XGBoost,375.0,"['V176', 'V380', 'V160', 'V416']","{'clf__colsample_bytree': np.float64(0.9771170310658897), 'clf__learning_rate': np.float64(0.018968367710792175), 'clf__max_depth': 4, 'clf__n_estimators': 267, 'clf__subsample': np.float64(0.6482976441389584)}",0.6056666666666667,0.6053263564191992,0.6223529417980863
3,rand_1,RandomForest,375.0,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__max_depth': 5, 'clf__min_samples_leaf': 11, 'clf__n_estimators': 385}",0.5776666666666667,0.5773389754381756,0.5895162891719152
3,top+1,LogRegl2,370.0,"['V191', 'V176', 'V380']",{'clf__C': np.float64(0.041924993150460804)},0.556,0.5559518754012927,0.5554092585081883
3,rand_2,LogRegl2,365.0,"[np.str_('V176'), np.str_('V416'), np.str_('V224')]",{'clf__C': np.float64(0.01305676922327696)},0.5613333333333334,0.5612320259127445,0.5624118627137296
4,top+2,ExtraTrees,365.0,"['V176', 'V380', 'V160', 'V416']","{'clf__max_depth': 6, 'clf__min_samples_leaf': 2, 'clf__n_estimators': 238}",0.6083333333333333,0.6077010185989313,0.6480562077687666
3,rand_2,LogRegl1,360.0,"[np.str_('V176'), np.str_('V416'), np.str_('V224')]",{'clf__C': np.float64(0.041924993150460804)},0.561,0.5609106875980038,0.5617054711528956
4,top+2,SVM_RBF,360.0,"['V176', 'V380', 'V160', 'V416']","{'clf__C': np.float64(4.721229607750618), 'clf__gamma': np.float64(0.06832788177059916)}",0.6046666666666666,0.6041943370268429,0.6295847473724042
3,rand_1,XGBoost,360.0,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.589,0.5886492554862233,0.6026353770571152
3,rand_1,SVM_RBF,345.0,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__C': np.float64(0.41924993150460804), 'clf__gamma': np.float64(0.21971482785470117)}",0.581,0.5803177932363186,0.6124368686868688
4,top+2,GradientBoosting,345.0,"['V176', 'V380', 'V160', 'V416']","{'clf__learning_rate': np.float64(0.012447420336780599), 'clf__max_depth': 2, 'clf__n_estimators': 362, 'clf__subsample': np.float64(0.7694648776168372)}",0.6063333333333333,0.6059090451826793,0.6289935693269026
4,top+2,LightGBM,340.0,"['V176', 'V380', 'V160', 'V416']","{'clf__learning_rate': np.float64(0.018968367710792175), 'clf__max_depth': 4, 'clf__n_estimators': 267, 'clf__num_leaves': 35, 'clf__subsample': np.float64(0.664083523552488)}",0.6046666666666666,0.6042570598723945,0.6276808715800987
3,rand_1,ExtraTrees,330.0,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__max_depth': 4, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 403}",0.5786666666666667,0.5779737946937445,0.6084054416181828
4,top+2,RandomForest,320.0,"['V176', 'V380', 'V160', 'V416']","{'clf__max_depth': 4, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 403}",0.6073333333333334,0.6066803962044881,0.6502696134275082
3,rand_0,SVM_RBF,315.0,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]","{'clf__C': np.float64(4.721229607750618), 'clf__gamma': np.float64(0.06832788177059916)}",0.5613333333333334,0.5603420518212711,0.6096700984200983
3,rand_0,ExtraTrees,315.0,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]","{'clf__max_depth': 4, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 403}",0.5646666666666667,0.5638513894088041,0.599826553586562
3,rand_0,GradientBoosting,310.0,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]","{'clf__learning_rate': np.float64(0.012447420336780599), 'clf__max_depth': 2, 'clf__n_estimators': 362, 'clf__subsample': np.float64(0.7694648776168372)}",0.5630000000000001,0.5623940072097694,0.5829204981717431
4,rand_1,GradientBoosting,300.0,"[np.str_('V380'), np.str_('V416'), np.str_('V377'), np.str_('V175')]","{'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 2, 'clf__n_estimators': 130, 'clf__subsample': np.float64(0.6904253682679529)}",0.595,0.5945461559083154,0.615349831521344
4,rand_1,ExtraTrees,300.0,"[np.str_('V380'), np.str_('V416'), np.str_('V377'), np.str_('V175')]","{'clf__max_depth': 4, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 403}",0.5976666666666666,0.5970735618546353,0.628197415124338
5,top,ExtraTrees,300.0,"['V255', 'V191', 'V176', 'V380', 'V160']","{'clf__max_depth': 8, 'clf__min_samples_leaf': 7, 'clf__n_estimators': 401}",0.6416666666666667,0.6413119112793243,0.6645758062357822
3,rand_1,LightGBM,295.0,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__learning_rate': np.float64(0.018968367710792175), 'clf__max_depth': 4, 'clf__n_estimators': 267, 'clf__num_leaves': 35, 'clf__subsample': np.float64(0.664083523552488)}",0.5793333333333334,0.5790443617652823,0.5877403178652486
5,top,GradientBoosting,290.0,"['V255', 'V191', 'V176', 'V380', 'V160']","{'clf__learning_rate': np.float64(0.08612990916378668), 'clf__max_depth': 2, 'clf__n_estimators': 187, 'clf__subsample': np.float64(0.7185652978509862)}",0.6416666666666667,0.6414264478804949,0.6564841041176402
4,rand_2,SVM_RBF,285.0,"[np.str_('V191'), np.str_('V160'), np.str_('V11'), np.str_('V212')]","{'clf__C': np.float64(0.15166336526237675), 'clf__gamma': np.float64(0.109860831937539)}",0.5946666666666666,0.5939707239381843,0.6321481986918375
3,rand_0,RandomForest,275.0,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]","{'clf__max_depth': 4, 'clf__min_samples_leaf': 2, 'clf__n_estimators': 564}",0.562,0.5611386853257544,0.5968332380240972
4,rand_2,GradientBoosting,270.0,"[np.str_('V191'), np.str_('V160'), np.str_('V11'), np.str_('V212')]","{'clf__learning_rate': np.float64(0.018618814067432626), 'clf__max_depth': 2, 'clf__n_estimators': 164, 'clf__subsample': np.float64(0.8804927450629726)}",0.592,0.5914792930998825,0.6169815301859972
4,rand_2,ExtraTrees,270.0,"[np.str_('V191'), np.str_('V160'), np.str_('V11'), np.str_('V212')]","{'clf__max_depth': 4, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 403}",0.5826666666666666,0.5820745345591888,0.6080912124508855
5,top,XGBoost,265.0,"['V255', 'V191', 'V176', 'V380', 'V160']","{'clf__colsample_bytree': np.float64(0.7694648776168372), 'clf__learning_rate': np.float64(0.018707545279571126), 'clf__max_depth': 4, 'clf__n_estimators': 416, 'clf__subsample': np.float64(0.7363207269058605)}",0.6443333333333333,0.644178519221286,0.6529788387811495
4,rand_1,XGBoost,265.0,"[np.str_('V380'), np.str_('V416'), np.str_('V377'), np.str_('V175')]","{'clf__colsample_bytree': np.float64(0.7420988439976136), 'clf__learning_rate': np.float64(0.0108576321750405), 'clf__max_depth': 6, 'clf__n_estimators': 215, 'clf__subsample': np.float64(0.7323701126489202)}",0.589,0.5886513159613668,0.602511914808271
3,top+2,LogRegl1,265.0,"['V176', 'V380', 'V160']",{'clf__C': np.float64(0.16644299518966227)},0.5493333333333333,0.5492249800599428,0.5494307563973203
5,top,SVM_RBF,265.0,"['V255', 'V191', 'V176', 'V380', 'V160']","{'clf__C': np.float64(83.01235711169913), 'clf__gamma': np.float64(0.001761619320235845)}",0.6423333333333333,0.6416045193854438,0.7039121567566958
4,rand_1,SVM_RBF,265.0,"[np.str_('V380'), np.str_('V416'), np.str_('V377'), np.str_('V175')]","{'clf__C': np.float64(0.15166336526237675), 'clf__gamma': np.float64(0.109860831937539)}",0.6023333333333333,0.6016957083849259,0.6378825843591355
3,top+2,LogRegl2,260.0,"['V176', 'V380', 'V160']",{'clf__C': np.float64(0.041924993150460804)},0.5476666666666667,0.5475776404899008,0.5472526061243076
4,rand_1,RandomForest,260.0,"[np.str_('V380'), np.str_('V416'), np.str_('V377'), np.str_('V175')]","{'clf__max_depth': 4, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 403}",0.5950000000000001,0.5944861550283042,0.6200244161403836
5,top+1,ExtraTrees,260.0,"['V191', 'V176', 'V380', 'V160', 'V416']","{'clf__max_depth': 8, 'clf__min_samples_leaf': 7, 'clf__n_estimators': 401}",0.6196666666666667,0.6191866430127851,0.6482814218921892
5,top,LightGBM,255.0,"['V255', 'V191', 'V176', 'V380', 'V160']","{'clf__learning_rate': np.float64(0.018968367710792175), 'clf__max_depth': 4, 'clf__n_estimators': 267, 'clf__num_leaves': 35, 'clf__subsample': np.float64(0.664083523552488)}",0.6386666666666666,0.6383757720044397,0.6568661961699006
5,top,RandomForest,255.0,"['V255', 'V191', 'V176', 'V380', 'V160']","{'clf__max_depth': 6, 'clf__min_samples_leaf': 2, 'clf__n_estimators': 238}",0.6363333333333333,0.6359717730618795,0.6609274733752654
4,rand_2,RandomForest,245.0,"[np.str_('V191'), np.str_('V160'), np.str_('V11'), np.str_('V212')]","{'clf__max_depth': 4, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 403}",0.5923333333333333,0.5917353629860357,0.6223359210621972
4,rand_2,XGBoost,245.0,"[np.str_('V191'), np.str_('V160'), np.str_('V11'), np.str_('V212')]","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.5973333333333333,0.5968780470266437,0.6203763376968456
3,rand_1,LogRegl1,245.0,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]",{'clf__C': np.float64(1.1285665712014172)},0.5516666666666667,0.5515965186105816,0.5510754292014047
5,top+1,XGBoost,240.0,"['V191', 'V176', 'V380', 'V160', 'V416']","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.626,0.6256360943112045,0.6480303845414981
4,rand_1,LightGBM,240.0,"[np.str_('V380'), np.str_('V416'), np.str_('V377'), np.str_('V175')]","{'clf__learning_rate': np.float64(0.011979639074434058), 'clf__max_depth': 4, 'clf__n_estimators': 415, 'clf__num_leaves': 61, 'clf__subsample': np.float64(0.8714226754962524)}",0.596,0.5955741593425684,0.6152900376427132
3,rand_0,XGBoost,240.0,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.5613333333333334,0.5608026290136864,0.5773883372475676
3,rand_1,LogRegl2,235.0,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]",{'clf__C': np.float64(0.041924993150460804)},0.551,0.5509251677487234,0.5504738414375167
3,rand_0,LightGBM,230.0,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]","{'clf__learning_rate': np.float64(0.018968367710792175), 'clf__max_depth': 4, 'clf__n_estimators': 267, 'clf__num_leaves': 35, 'clf__subsample': np.float64(0.664083523552488)}",0.5536666666666666,0.5531765147428036,0.5666237965496416
5,top+1,LightGBM,220.0,"['V191', 'V176', 'V380', 'V160', 'V416']","{'clf__learning_rate': np.float64(0.018968367710792175), 'clf__max_depth': 4, 'clf__n_estimators': 267, 'clf__num_leaves': 35, 'clf__subsample': np.float64(0.664083523552488)}",0.629,0.628638822755354,0.652396280537301
5,top+1,RandomForest,215.0,"['V191', 'V176', 'V380', 'V160', 'V416']","{'clf__max_depth': 9, 'clf__min_samples_leaf': 16, 'clf__n_estimators': 276}",0.631,0.6307002430466885,0.6499677933593145
5,top+2,XGBoost,215.0,"['V176', 'V380', 'V160', 'V416', 'V224']","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.625,0.6246300977759641,0.6464488746621044
5,top+1,GradientBoosting,215.0,"['V191', 'V176', 'V380', 'V160', 'V416']","{'clf__learning_rate': np.float64(0.034607386039615676), 'clf__max_depth': 3, 'clf__n_estimators': 138, 'clf__subsample': np.float64(0.8612364919499478)}",0.6189999999999999,0.6186566429997564,0.6383504578865217
5,top+2,ExtraTrees,210.0,"['V176', 'V380', 'V160', 'V416', 'V224']","{'clf__max_depth': 8, 'clf__min_samples_leaf': 7, 'clf__n_estimators': 401}",0.6216666666666667,0.621257343530686,0.6455263762587918
4,top+1,LogRegl1,210.0,"['V191', 'V176', 'V380', 'V160']",{'clf__C': np.float64(0.09469755543803382)},0.5536666666666666,0.5535804171748308,0.5541643837060276
4,top+1,LogRegl2,210.0,"['V191', 'V176', 'V380', 'V160']",{'clf__C': np.float64(0.041924993150460804)},0.551,0.5509256947787953,0.550845786225237
5,top+1,SVM_RBF,210.0,"['V191', 'V176', 'V380', 'V160', 'V416']","{'clf__C': np.float64(0.15166336526237675), 'clf__gamma': np.float64(0.109860831937539)}",0.632,0.6316382364938073,0.6539552818587017
4,top,LogRegl2,200.0,"['V255', 'V191', 'V176', 'V380']",{'clf__C': np.float64(0.041924993150460804)},0.5619999999999999,0.5619381238400967,0.5614796358435864
4,top,LogRegl1,200.0,"['V255', 'V191', 'V176', 'V380']",{'clf__C': np.float64(2.197148278547012)},0.5623333333333332,0.5622801227651771,0.5616190200776667
4,rand_0,ExtraTrees,200.0,"[np.str_('V191'), np.str_('V224'), np.str_('V377'), np.str_('V221')]","{'clf__max_depth': 9, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 295}",0.5663333333333332,0.5658741036927819,0.5800545070494447
4,rand_0,SVM_RBF,195.0,"[np.str_('V191'), np.str_('V224'), np.str_('V377'), np.str_('V221')]","{'clf__C': np.float64(6.393794237097354), 'clf__gamma': np.float64(0.016644299518966215)}",0.5693333333333332,0.5684495476090488,0.60804877231769
5,top+2,SVM_RBF,190.0,"['V176', 'V380', 'V160', 'V416', 'V224']","{'clf__C': np.float64(4.721229607750618), 'clf__gamma': np.float64(0.06832788177059916)}",0.6183333333333333,0.6179699919342966,0.6390864904050689
4,rand_0,GradientBoosting,190.0,"[np.str_('V191'), np.str_('V224'), np.str_('V377'), np.str_('V221')]","{'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 2, 'clf__n_estimators': 130, 'clf__subsample': np.float64(0.6904253682679529)}",0.5680000000000001,0.5674187874074453,0.5883337553713935
4,rand_2,LightGBM,185.0,"[np.str_('V191'), np.str_('V160'), np.str_('V11'), np.str_('V212')]","{'clf__learning_rate': np.float64(0.06224942473745767), 'clf__max_depth': 3, 'clf__n_estimators': 305, 'clf__num_leaves': 31, 'clf__subsample': np.float64(0.757245163188121)}",0.5783333333333333,0.5780116316265765,0.5874181106891367
5,top+2,GradientBoosting,170.0,"['V176', 'V380', 'V160', 'V416', 'V224']","{'clf__learning_rate': np.float64(0.034607386039615676), 'clf__max_depth': 3, 'clf__n_estimators': 138, 'clf__subsample': np.float64(0.8612364919499478)}",0.6126666666666667,0.6122731466882918,0.6336186794791424
4,rand_0,RandomForest,165.0,"[np.str_('V191'), np.str_('V224'), np.str_('V377'), np.str_('V221')]","{'clf__max_depth': 4, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 403}",0.5716666666666667,0.5710442187491201,0.5962864998713662
5,top+2,RandomForest,160.0,"['V176', 'V380', 'V160', 'V416', 'V224']","{'clf__max_depth': 5, 'clf__min_samples_leaf': 11, 'clf__n_estimators': 385}",0.6193333333333334,0.6188859789624277,0.646185420687145
5,top+2,LightGBM,145.0,"['V176', 'V380', 'V160', 'V416', 'V224']","{'clf__learning_rate': np.float64(0.01659816376671886), 'clf__max_depth': 5, 'clf__n_estimators': 402, 'clf__num_leaves': 28, 'clf__subsample': np.float64(0.8698475964977794)}",0.611,0.6107172432382085,0.6250245562529896
4,rand_0,XGBoost,135.0,"[np.str_('V191'), np.str_('V224'), np.str_('V377'), np.str_('V221')]","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.572,0.5715735088158987,0.5866923255964217
4,rand_0,LogRegl1,120.0,"[np.str_('V191'), np.str_('V224'), np.str_('V377'), np.str_('V221')]",{'clf__C': np.float64(0.02927482923116903)},0.5496666666666666,0.5495311115092686,0.5507482648930017
3,rand_0,LogRegl1,120.0,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]",{'clf__C': np.float64(0.09469755543803382)},0.5206666666666667,0.520265069750621,0.5268196805591504
6,top,ExtraTrees,115.0,"['V255', 'V191', 'V176', 'V380', 'V160', 'V416']","{'clf__max_depth': 6, 'clf__min_samples_leaf': 4, 'clf__n_estimators': 383}",0.6473333333333334,0.646857399529519,0.6834383993721819
4,rand_0,LightGBM,105.0,"[np.str_('V191'), np.str_('V224'), np.str_('V377'), np.str_('V221')]","{'clf__learning_rate': np.float64(0.011979639074434058), 'clf__max_depth': 4, 'clf__n_estimators': 415, 'clf__num_leaves': 61, 'clf__subsample': np.float64(0.8714226754962524)}",0.5576666666666666,0.5572705607668387,0.5682479851083562
4,rand_0,LogRegl2,100.0,"[np.str_('V191'), np.str_('V224'), np.str_('V377'), np.str_('V221')]",{'clf__C': np.float64(0.014177255479383569)},0.546,0.5459037536727503,0.5456802492053093
